References
,"Schmidt-Kloiber, A. & Hering, D.",2015,"www.freshwaterecology.info - an online tool that unifies, standardises and codifies more than 20,000 European freshwater organisms and their ecological preferences. Ecological Indicators 53: 271-282. doi: 10.1016/j.ecolind.2015.02.007"
,"Schmidt-Kloiber, A. & Hering, D. (eds.)",2024,"www.freshwaterecology.info - the taxa and autecology database for freshwater organisms, version 8.0 (accessed on 09.06.2024)."

"Ecological parameter:","temperature preference (KLIWA)","","",
"Taxagroup: ","Bivalvia","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Ephemeroptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Heteroptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Odonata","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Plecoptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."
"Taxagroup: ","Trichoptera","","",
,"Halle, M., Müller, A. & Sundermann, A.",2016,"Ableitung von Temperaturpräferenzen des Makrozoo- benthos für die Entwicklung eines Verfahrens zur Indikation biozönotischer Wirkungen des Klimawandels in Fließgewässern. KLIWA- Berichte, Heft 20 (www.kliwa.de)."


Taxagroup,Family,Subfamily,Taxon,temperature preference (KLIWA),,,
"Taxagroup","Family","Subfamily","Taxon","focus temp","specificity","Ref"
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania muliebris","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania nielseni","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania olympica","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania scandinavica","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania scherfi","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania schmidiana","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania stigmatella","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania stylata","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania subtilis","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania szczesnyorum","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania theischingerorum","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania vepsica","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania volscorum","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania wallengreni","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apatania zonella","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apataniana borcka","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apataniana hellenica","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apataniana stropones","","",""
"Trichoptera","APATANIIDAE","APATANIINAE","Apataniana vardusia","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea alva","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea aureomarginata","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea botosaneanui","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea crichtoni","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea dira","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea iglesiensis","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea ilvae","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea malahiguerra","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea malatebrera","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea maurus","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea morettii","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea pallida","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea pullata","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea rostrata","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea terrai","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea tschundra","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea walteri","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraea zawadil","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraeamyia antalya","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraeamyia aphyrte","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraeamyia devrekensis","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraeamyia gudrunae","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraeamyia hrabei","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraeamyia kamberlera","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraeamyia kutsaftikii","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraeamyia matsakii","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraeamyia mugla","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraeamyia schmidi","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraeamyia squamosa","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraeodes minutus","15.27","0.9",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Beraeodina palpalis","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes abanticus","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes anatolicus","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes articularis","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes botosaneanui","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes digitatus","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes dirgenensis","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes kakofonix","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes macahelensis","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes malickyi","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes nigroauratus nigroauratus","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes nigroauratus romaniulus","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes nigroauratus siculus","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes palpatus","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes rizeiensis","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes saltans","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes skipetarum","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes vicinus","","",""
"Trichoptera","BERAEIDAE","[Fam:BERAEIDAE]","Ernodes wolfgangjoosti","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Brachycentrus maculatus","14.59","2.079",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Brachycentrus montanus","15.07","2.581",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Brachycentrus subnubilus","17.15","1.038",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema anatolicum","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema bifoliatum","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema cenerentola","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema cinereum","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema gelidum","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema longulum","14.23","2.961",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema mencilis","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema minimum","13.36","4.786",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema moestum","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema morosum","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema nigrum","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema salardum","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema sericeum","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema servatum","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema setiferum dolcinii","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema setiferum setiferum","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema togatum","","",""
"Trichoptera","BRACHYCENTRIDAE","[Fam:BRACHYCENTRIDAE]","Micrasema vestitum","","",""
"Trichoptera","CALAMOCERATIDAE","CALAMOCERATINAE","Calamoceras illiesi","","",""
"Trichoptera","CALAMOCERATIDAE","CALAMOCERATINAE","Calamoceras marsupus","","",""
"Trichoptera","ECNOMIDAE","[Fam:ECNOMIDAE]","Ecnomus deceptor","","",""
"Trichoptera","ECNOMIDAE","[Fam:ECNOMIDAE]","Ecnomus gedrosicus","","",""
"Trichoptera","ECNOMIDAE","[Fam:ECNOMIDAE]","Ecnomus kurui","","",""
"Trichoptera","ECNOMIDAE","[Fam:ECNOMIDAE]","Ecnomus tenellus","20.92","5.26",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus adejensis","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus altineri","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus belareca","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus caucasicus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus cravensis","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus cyrnensis","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus delicatulus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus episkopi","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus fuscipes","14.55","2.091",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus hadimensis","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus incertulus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus karabagi","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus laniger","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus lepetimnos","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus nimbulus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus ochripes","15.76","0.612",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus quadratus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus rectigonopoda","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus segovicus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus selgensis","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus theischingeri","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Agapetus truncatus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Catagapetus maclachlani","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Catagapetus nigrans","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus anatolicus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus armatus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus arvernensis","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus basagureni","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus birgi","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus clio","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus diversus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus dubitans","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus gorgitensis","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus hellenorum","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus insons","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus iridipennis","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus krawanyi","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus lusitanicus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus marlierorum","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus montanus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus moselyi","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus oblongatus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus padanus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus placidus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus punctatus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus sarayensis","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus serotinus","","",""
"Trichoptera","GLOSSOSOMATIDAE","AGAPETINAE","Synagapetus slavorum","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma baclava","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma bifidum","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma boltoni","15.87","2.346",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma bunae","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma capitatum","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma conformis","13.97","3.887",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma develi","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma discophorum","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma intermedium","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma kirke","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma klotho","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma melikertes","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma neretvae","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma nylanderi","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma privatum","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma serravalle","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma spoliatum","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma tunceliensis","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma unguiculatum","","",""
"Trichoptera","GLOSSOSOMATIDAE","GLOSSOSOMATINAE","Glossosoma yigilca","","",""
"Trichoptera","GOERIDAE","GOERINAE","Goera pilosa","16.4","0.365",""
"Trichoptera","GOERIDAE","GOERINAE","Lithax incanus","","",""
"Trichoptera","GOERIDAE","GOERINAE","Lithax musaca","","",""
"Trichoptera","GOERIDAE","GOERINAE","Lithax niger","14.61","1.967",""
"Trichoptera","GOERIDAE","GOERINAE","Lithax obscurus","15.63","1.049",""
"Trichoptera","GOERIDAE","GOERINAE","Silo alupkensis","","",""
"Trichoptera","GOERIDAE","GOERINAE","Silo chrisiammos","","",""
"Trichoptera","GOERIDAE","GOERINAE","Silo graellsi","","",""
"Trichoptera","GOERIDAE","GOERINAE","Silo mediterraneus","","",""
"Trichoptera","GOERIDAE","GOERINAE","Silo nigricornis","14.95","1.042",""
"Trichoptera","GOERIDAE","GOERINAE","Silo pallipes","14.69","1.126",""
"Trichoptera","GOERIDAE","GOERINAE","Silo piceus","15.32","0.887",""
"Trichoptera","GOERIDAE","GOERINAE","Silo proximus","","",""
"Trichoptera","GOERIDAE","GOERINAE","Silo rufescens","","",""
"Trichoptera","GOERIDAE","GOERINAE","Silo tuberculatus","","",""
"Trichoptera","GOERIDAE","GOERINAE","Silonella aurata aurata","","",""
"Trichoptera","GOERIDAE","GOERINAE","Silonella aurata ronda","","",""
"Trichoptera","GOERIDAE","LARCASINAE","Larcasia partita","","",""
"Trichoptera","HELICOPSYCHIDAE","[Fam:HELICOPSYCHIDAE]","Helicopsyche bacescui","","",""
"Trichoptera","HELICOPSYCHIDAE","[Fam:HELICOPSYCHIDAE]","Helicopsyche lusitanica","","",""
"Trichoptera","HELICOPSYCHIDAE","[Fam:HELICOPSYCHIDAE]","Helicopsyche megalochari","","",""
"Trichoptera","HELICOPSYCHIDAE","[Fam:HELICOPSYCHIDAE]","Helicopsyche revelieri","","",""
"Trichoptera","HELICOPSYCHIDAE","[Fam:HELICOPSYCHIDAE]","Helicopsyche sperata","","",""
"Trichoptera","HYDROPSYCHIDAE","ARCTOPSYCHINAE","Arctopsyche ladogensis","","",""
"Trichoptera","HYDROPSYCHIDAE","DIPLECTRONINAE","Diplectrona atra","","",""
"Trichoptera","HYDROPSYCHIDAE","DIPLECTRONINAE","Diplectrona felix","","",""
"Trichoptera","HYDROPSYCHIDAE","DIPLECTRONINAE","Diplectrona juliarum","","",""
"Trichoptera","HYDROPSYCHIDAE","DIPLECTRONINAE","Diplectrona magna","","",""
"Trichoptera","HYDROPSYCHIDAE","DIPLECTRONINAE","Diplectrona meridionalis","","",""
"Trichoptera","HYDROPSYCHIDAE","DIPLECTRONINAE","Diplectrona moralesi","","",""
"Trichoptera","HYDROPSYCHIDAE","DIPLECTRONINAE","Diplectrona ripollensis","","",""
"Trichoptera","HYDROPSYCHIDAE","DIPLECTRONINAE","Diplectrona robusta","","",""
"Trichoptera","HYDROPSYCHIDAE","DIPLECTRONINAE","Diplectrona vairya","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Cheumatopsyche capitella","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Cheumatopsyche lepida","17.63","1.178",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Cheumatopsyche processuata","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche acinoxas","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche acuta","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche adspersa","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche akseki","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche alaca","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche alanya","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche alarensis","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche ambigua","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche anachoreta","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche angustipennis angustipennis","17.41","0.599",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche angustipennis mallorcana","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche bitlis","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche botosaneanui","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche brevis","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche bulbifera","16.02","2.129",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche bulgaromanorum","19.96","5.761",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche cetibeli","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche cirali","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche consanquinea","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche contubernalis borealis","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche contubernalis contubernalis","19.26","2.748",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche contubernalis masovica","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche cornuta","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche cyrnotica","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche debirasi","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche delamarei","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche dinarica","14.01","3.228",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche discreta","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche djabai","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche doehleri","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche elmali","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche emarginata","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche exocellata","20.07","3.893",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche fontinalis","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche fulvipes","14.44","3.52",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche fumata","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche gemecika","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche gereckei","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche guttata","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche hadimensis","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche iberomaroccana","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche incognita","17.2","0.926",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche infernalis","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche instabilis","14.39","1.433",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche jordanensis","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche kazdagensis","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche kebab","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche kepez","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche kinzelbachi","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche kirikhan","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche klefbecki","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche kleobis","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche kocaki","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche krassimiri","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche lagranja","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche lepnevae","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche lobata","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche machaon","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche maderensis","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche mahrkusha","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche maroccana","","",""
"Trichoptera","HYDROPSYCHIDAE","HYDROPSYCHINAE","Hydropsyche martynovi","","",""
